id	uniprot	gene_name	description	p_value	fdr	log_fc	sub_local	ubi_part	in_mito
Q91ZS8	Q91ZS8	ADARB1	Double-stranded RNA-specific editase 1 OS=Mus musculus GN=Adarb1 PE=1 SV=1	0.07733500302811641	0.15621850942936558	-0.21355690514181974	NA	NA	FALSE
Q9D0L4	Q9D0L4	ADCK1	Uncharacterized aarF domain-containing protein kinase 1 OS=Mus musculus GN=Adck1 PE=1 SV=1	3.660555279273513e-4	0.004411709686292066	-0.17416374434176787	unknown	NA	TRUE
Q6NSR3	Q6NSR3	ADCK2	Uncharacterized aarF domain-containing protein kinase 2 OS=Mus musculus GN=Adck2 PE=2 SV=1	0.29597776259772635	0.42142794694434077	-0.14513190802219356	MIM	NA	TRUE
O88444	O88444	ADCY1	Adenylate cyclase type 1 OS=Mus musculus GN=Adcy1 PE=1 SV=2	0.6625388825288825	0.7589720281703318	-0.016371792606720392	NA	NA	FALSE
Q80TL1	Q80TL1	ADCY2	Adenylate cyclase type 2 OS=Mus musculus GN=Adcy2 PE=1 SV=2	0.0043339515583457715	0.02117880234176	-0.28425017028699806	NA	NA	FALSE
Q8VHH7	Q8VHH7	ADCY3	Adenylate cyclase type 3 OS=Mus musculus GN=Adcy3 PE=1 SV=2	0.0031189446199986997	0.017356760318587072	-0.16839081794472463	NA	NA	FALSE
P84309	P84309	ADCY5	Adenylate cyclase type 5 OS=Mus musculus GN=Adcy5 PE=1 SV=2	3.7614561875490006e-4	0.004498361208065739	-0.18557157971632304	NA	NA	FALSE
Q01341	Q01341	ADCY6	Adenylate cyclase type 6 OS=Mus musculus GN=Adcy6 PE=1 SV=1	8.356697869304423e-4	0.007499446940100311	-0.2538915659783464	NA	NA	FALSE
P97490	P97490	ADCY8	Adenylate cyclase type 8 OS=Mus musculus GN=Adcy8 PE=1 SV=2	0.6104975554643914	0.7176587501277519	0.030376237545894934	NA	NA	FALSE
P51830	P51830	ADCY9	Adenylate cyclase type 9 OS=Mus musculus GN=Adcy9 PE=1 SV=1	0.8853175447009624	0.9263401207936633	0.007356221467794866	NA	NA	FALSE
P70205	P70205	ADCYAP1R1	Pituitary adenylate cyclase-activating polypeptide type I receptor OS=Mus musculus GN=Adcyap1r1 PE=1 SV=1	0.24386496530477217	0.36600478554588767	-0.15164823643172304	NA	NA	FALSE
Q9QYC0	Q9QYC0	ADD1	Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2	0.1877684263551996	0.3027119168844158	0.058626345285931324	NA	NA	FALSE
Q9QYB8	Q9QYB8	ADD2	Beta-adducin OS=Mus musculus GN=Add2 PE=1 SV=4	0.48366405451687533	0.605185296967411	0.029756104475006626	NA	NA	FALSE
Q9QYB5	Q9QYB5	ADD3	Gamma-adducin OS=Mus musculus GN=Add3 PE=1 SV=2	0.13586310140279168	0.23758001097972098	0.09692705798924253	NA	NA	FALSE
Q8C4G9	Q8C4G9	ADGRA1	Adhesion G protein-coupled receptor A1 OS=Mus musculus GN=Adgra1 PE=2 SV=1	2.560777250167358e-4	0.0035803264435455935	-0.6242945321420634	NA	NA	FALSE
Q7TT36	Q7TT36	ADGRA3	Adhesion G protein-coupled receptor A3 OS=Mus musculus GN=Adgra3 PE=2 SV=3	2.670150200279014e-4	0.0036683877141751474	-0.30200577674825646	NA	NA	FALSE
Q8CGM1	Q8CGM1	ADGRB2	Adhesion G protein-coupled receptor B2 OS=Mus musculus GN=Adgrb2 PE=1 SV=2	8.316682503090127e-4	0.0074742599219581535	-0.2888436644381898	NA	NA	FALSE
Q80ZF8	Q80ZF8	ADGRB3	Adhesion G protein-coupled receptor B3 OS=Mus musculus GN=Adgrb3 PE=1 SV=2	2.153546356618909e-4	0.003218527989792211	-0.4488731553211135	NA	NA	FALSE
Q8K209	Q8K209	ADGRG1	Adhesion G-protein coupled receptor G1 OS=Mus musculus GN=Adgrg1 PE=1 SV=1	0.7259640364549674	0.8097191597763589	-0.027641337423099807	NA	NA	FALSE
Q80TR1	Q80TR1	ADGRL1	Adhesion G protein-coupled receptor L1 OS=Mus musculus GN=Adgrl1 PE=1 SV=2	7.978128584482216e-4	0.007306470614339131	-0.23002713179350134	NA	NA	FALSE
Q8JZZ7	Q8JZZ7	ADGRL2	Adhesion G protein-coupled receptor L2 OS=Mus musculus GN=Adgrl2 PE=1 SV=3	0.037675317395996145	0.09277917728817162	-0.12835741890142	NA	NA	FALSE
Q80TS3	Q80TS3	ADGRL3	Adhesion G protein-coupled receptor L3 OS=Mus musculus GN=Adgrl3 PE=1 SV=3	0.10282423248428048	0.19397837177822372	-0.16642748342999025	NA	NA	FALSE
P28474	P28474	ADH5	Alcohol dehydrogenase class-3 OS=Mus musculus GN=Adh5 PE=1 SV=3	0.0011507472539393415	0.009181025603814516	0.28419171721750963	NA	NA	FALSE
Q8R0N6	Q8R0N6	ADHFE1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus GN=Adhfe1 PE=1 SV=2	0.2427607343278159	0.3655713022167494	-0.12703899411099576	Matrix	NA	TRUE
Q99JT9	Q99JT9	ADI1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Mus musculus GN=Adi1 PE=1 SV=1	0.6547898163787205	0.7526555687986266	-0.03586695725574469	NA	NA	FALSE
Q91VH1	Q91VH1	ADIPOR1	Adiponectin receptor protein 1 OS=Mus musculus GN=Adipor1 PE=1 SV=1	0.2203101434133509	0.341183448143231	-0.07387971931866096	NA	NA	FALSE
P55264	P55264	ADK	Adenosine kinase OS=Mus musculus GN=Adk PE=1 SV=2	5.127909146615741e-5	0.001441804097103458	0.3368275819399954	NA	NA	FALSE
Q9Z103	Q9Z103	ADNP	Activity-dependent neuroprotector homeobox protein OS=Mus musculus GN=Adnp PE=1 SV=2	0.17822539313429323	0.2910704527558758	-0.14594482298253753	NA	NA	FALSE
Q6PDY2	Q6PDY2	ADO	2-aminoethanethiol dioxygenase OS=Mus musculus GN=Ado PE=1 SV=2	0.0023874568357508006	0.014670288899720182	0.16970120791344082	NA	NA	FALSE
Q8VDL4	Q8VDL4	ADPGK	ADP-dependent glucokinase OS=Mus musculus GN=Adpgk PE=1 SV=2	0.12294858555117825	0.21993097589901814	-0.07019748519864441	NA	NA	FALSE
P54923	P54923	ADPRH	[Protein ADP-ribosylarginine] hydrolase OS=Mus musculus GN=Adprh PE=1 SV=1	0.036868555129405796	0.0914845326436075	0.1003610605809016	NA	NA	FALSE
Q8CG72	Q8CG72	ADPRHL2	Poly(ADP-ribose) glycohydrolase ARH3 OS=Mus musculus GN=Adprhl2 PE=1 SV=1	6.23938229837192e-4	0.006274491362751826	0.24873523112276963	NA	NA	FALSE
Q01338	Q01338	ADRA2A	Alpha-2A adrenergic receptor OS=Mus musculus GN=Adra2a PE=1 SV=1	0.1781377538021954	0.2910704527558758	-0.17958025365974334	NA	NA	FALSE
Q01337	Q01337	ADRA2C	Alpha-2C adrenergic receptor OS=Mus musculus GN=Adra2c PE=3 SV=1	0.27363331991169443	0.39822624849875493	-0.06375855168300308	NA	NA	FALSE
Q3UYH7	Q3UYH7	ADRBK2	Beta-adrenergic receptor kinase 2 OS=Mus musculus GN=Adrbk2 PE=1 SV=2	0.3319179882658233	0.45790626744656476	0.06090201153030898	NA	NA	FALSE
Q9JKV1	Q9JKV1	ADRM1	Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus GN=Adrm1 PE=1 SV=2	0.57613617083271	0.6883919290465331	-0.03958063532003551	NA	NA	FALSE
P54822	P54822	ADSL	Adenylosuccinate lyase OS=Mus musculus GN=Adsl PE=1 SV=2	0.00228508163616645	0.014350587986165808	0.18482658538055355	NA	NA	FALSE
P46664	P46664	ADSS	Adenylosuccinate synthetase isozyme 2 OS=Mus musculus GN=Adss PE=1 SV=2	0.04948451163528413	0.11337934808743672	0.13391591930674424	NA	NA	FALSE
P63002	P63002	AES	Amino-terminal enhancer of split OS=Mus musculus GN=Aes PE=1 SV=1	0.095226764928850835	0.18300580411626463	0.25386358467771136	NA	NA	FALSE
Q80YS6	Q80YS6	AFAP1	Actin filament-associated protein 1 OS=Mus musculus GN=Afap1 PE=1 SV=1	0.8902563640926182	0.929221972420351	0.008341235015524811	NA	NA	FALSE
Q5DTU0	Q5DTU0	AFAP1L2	Actin filament-associated protein 1-like 2 OS=Mus musculus GN=Afap1l2 PE=1 SV=2	0.4508755489022932	0.5752042746040882	-0.0779868485925969	NA	NA	FALSE
Q9QZQ1	Q9QZQ1	AFDN	Afadin OS=Mus musculus GN=Afdn PE=1 SV=3	0.7751287924295944	0.84408610665862	-0.011503051398732563	NA	NA	FALSE
Q920A7	Q920A7	AFG3L1	AFG3-like protein 1 OS=Mus musculus GN=Afg3l1 PE=1 SV=2	0.009120302658481964	0.03556576878354407	-0.2696799407376893	NA	NA	FALSE
Q8JZQ2	Q8JZQ2	AFG3L2	AFG3-like protein 2 OS=Mus musculus GN=Afg3l2 PE=1 SV=1	0.0024544415306046573	0.014905370654303042	-0.17076229299538367	MIM	NA	TRUE
Q80WT5	Q80WT5	AFTPH	Aftiphilin OS=Mus musculus GN=Aftph PE=1 SV=2	0.17454740615863826	0.2867106159459775	0.08139133855908363	NA	NA	FALSE
Q3UPL5	Q3UPL5	AG2	Uncharacterized protein C11orf96 homolog OS=Mus musculus GN=Ag2 PE=1 SV=2	0.7864215280702116	0.8531159656745012	0.02117931528412659	NA	NA	FALSE
Q64191	Q64191	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Mus musculus GN=Aga PE=1 SV=1	2.817556156606697e-4	0.003756719788857747	0.7874480461102167	NA	NA	FALSE
Q8BXK8	Q8BXK8	AGAP1	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Agap1 PE=1 SV=1	0.15940912471528246	0.26753530321816255	0.07277885849397615	NA	NA	FALSE
Q3UHD9	Q3UHD9	AGAP2	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Agap2 PE=1 SV=1	0.46190985556082087	0.5860539850979584	-0.039100178274908776	NA	NA	FALSE
Q8VHH5	Q8VHH5	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Mus musculus GN=Agap3 PE=1 SV=1	0.4083343116284702	0.5359066553160052	0.03321880340819254	NA	NA	FALSE
Q8K2K6	Q8K2K6	AGFG1	Arf-GAP domain and FG repeat-containing protein 1 OS=Mus musculus GN=Agfg1 PE=1 SV=2	0.449875313783063	0.574396833580947	0.04614023070387071	NA	NA	FALSE
Q80WC7	Q80WC7	AGFG2	Arf-GAP domain and FG repeat-containing protein 2 OS=Mus musculus GN=Agfg2 PE=1 SV=1	0.3303622295784021	0.45636390150461686	0.08140677151180904	NA	NA	FALSE
Q9ESW4	Q9ESW4	AGK	Acylglycerol kinase, mitochondrial OS=Mus musculus GN=Agk PE=1 SV=1	2.3721995848347355e-4	0.0033954481471719154	-0.24002154920163898	MIM	NA	TRUE
Q8CJG1	Q8CJG1	AGO1	Protein argonaute-1 OS=Mus musculus GN=Ago1 PE=1 SV=2	0.03386220587360502	0.08557902938965632	0.1425426769887656	NA	NA	FALSE
Q8CJG0	Q8CJG0	AGO2	Protein argonaute-2 OS=Mus musculus GN=Ago2 PE=1 SV=3	0.0021920951118884883	0.01402642847260501	0.22143033160401202	NA	NA	FALSE
O35083	O35083	AGPAT1	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS=Mus musculus GN=Agpat1 PE=1 SV=1	0.35463705814433744	0.4817678548187707	-0.04112001859479424	NA	NA	FALSE
Q9D517	Q9D517	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus GN=Agpat3 PE=1 SV=2	0.024315396348336786	0.06807650171592584	-0.13039652523216735	NA	NA	FALSE
Q8K4X7	Q8K4X7	AGPAT4	1-acyl-sn-glycerol-3-phosphate acyltransferase delta OS=Mus musculus GN=Agpat4 PE=1 SV=1	0.9724337440828392	0.9839167048266191	0.0017986791793927913	MOM	NA	TRUE
Q9D1E8	Q9D1E8	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon OS=Mus musculus GN=Agpat5 PE=2 SV=2	1.3088731309263512e-4	0.002451198034115068	-0.3298665832149377	MOM	NA	TRUE
Q8C0I1	Q8C0I1	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Mus musculus GN=Agps PE=1 SV=1	0.01267505694328868	0.044245212827408384	-0.11133424121793231	NA	NA	FALSE
A2ASQ1	A2ASQ1	AGRN	Agrin OS=Mus musculus GN=Agrn PE=1 SV=1	0.06564220268319511	0.1390894233683555	-0.1948575403527655	NA	NA	FALSE
Q641K1	Q641K1	AGTPBP1	Cytosolic carboxypeptidase 1 OS=Mus musculus GN=Agtpbp1 PE=1 SV=2	0.655004464926891	0.7527196266980899	0.020593313609879718	NA	NA	FALSE
Q8CJF7	Q8CJF7	AHCTF1	Protein ELYS OS=Mus musculus GN=Ahctf1 PE=1 SV=1	0.008678555258618466	0.03437895069199399	-0.6344177462127509	NA	NA	FALSE
P50247	P50247	AHCY	Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=3	0.004521073150251396	0.021802977188590197	0.23732566521179443	NA	NA	FALSE
Q80SW1	Q80SW1	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1 OS=Mus musculus GN=Ahcyl1 PE=1 SV=1	0.917535077642814	0.94940974535249	-0.008431522326470606	MOM	NA	TRUE
Q68FL4	Q68FL4	AHCYL2	Putative adenosylhomocysteinase 3 OS=Mus musculus GN=Ahcyl2 PE=1 SV=1	0.8169374897219933	0.8766416191818611	0.015505895471153202	NA	NA	FALSE
Q6PAL7	Q6PAL7	AHDC1	AT-hook DNA-binding motif-containing protein 1 OS=Mus musculus GN=Ahdc1 PE=1 SV=1	0.013024194717335845	0.04498417336109095	-0.5047280133202623	NA	NA	FALSE
Q8K3E5	Q8K3E5	AHI1	Jouberin OS=Mus musculus GN=Ahi1 PE=1 SV=2	0.3711584213124688	0.49853959625281263	0.06080720713219462	NA	NA	FALSE
Q8BK64	Q8BK64	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus GN=Ahsa1 PE=1 SV=2	0.0016538129066179287	0.011532441171566493	0.1646474463650108	NA	NA	FALSE
Q8N9S3	Q8N9S3	AHSA2	Activator of 90 kDa heat shock protein ATPase homolog 2 OS=Mus musculus GN=Ahsa2 PE=1 SV=2	0.06209017294009225	0.1337836829969952	0.1184241769176682	NA	NA	FALSE
Q8C4Q6	Q8C4Q6	AIDA	Axin interactor, dorsalization-associated protein OS=Mus musculus GN=Aida PE=1 SV=1	0.4142326945934004	0.541715556069772	-0.05545823935303963	NA	NA	FALSE
Q9Z0X1	Q9Z0X1	AIFM1	Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1	0.057440658804739794	0.12633309452308278	-0.15624348140514033	MIM	NA	TRUE
Q8BUE4	Q8BUE4	AIFM2	Apoptosis-inducing factor 2 OS=Mus musculus GN=Aifm2 PE=1 SV=1	0.5864111975444287	0.6970737439453444	-0.04654702099639128	Membrane	NA	TRUE
Q9D8B1	Q9D8B1	AIG1	Androgen-induced gene 1 protein OS=Mus musculus GN=Aig1 PE=2 SV=1	0.034584284280767305	0.08691229336126939	-0.1295592181102549	NA	NA	FALSE
P31230	P31230	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus GN=Aimp1 PE=1 SV=2	0.012768618811052016	0.044346313527557114	0.1399563294479437	NA	NA	FALSE
Q8R010	Q8R010	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus GN=Aimp2 PE=1 SV=2	0.8501674388808815	0.9028518387436187	0.009504591205444978	NA	NA	FALSE
O08915	O08915	AIP	AH receptor-interacting protein OS=Mus musculus GN=Aip PE=1 SV=1	0.46800580557550786	0.5916281960135007	0.03910194434828765	Matrix	NA	TRUE
A2ALI5	A2ALI5	AJAP1	Adherens junction-associated protein 1 OS=Mus musculus GN=Ajap1 PE=2 SV=1	7.960967889468643e-5	0.0018636020628009554	-0.48909128170276783	NA	NA	FALSE
Q9R0Y5	Q9R0Y5	AK1	Adenylate kinase isoenzyme 1 OS=Mus musculus GN=Ak1 PE=1 SV=1	0.016014908280756083	0.051370898100579127	0.16545826579617912	NA	NA	FALSE
Q9WTP6	Q9WTP6	AK2	Adenylate kinase 2, mitochondrial OS=Mus musculus GN=Ak2 PE=1 SV=5	0.029113317524828177	0.07673990776139918	0.1636535009519958	IMS	NA	TRUE
Q9WTP7	Q9WTP7	AK3	GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus GN=Ak3 PE=1 SV=3	0.17094509741905062	0.28235056360078203	-0.1209891541589886	Matrix	NA	TRUE
Q9WUR9	Q9WUR9	AK4	Adenylate kinase 4, mitochondrial OS=Mus musculus GN=Ak4 PE=1 SV=1	0.008178836974785539	0.03300556469502164	-0.16251934978373392	Matrix	NA	TRUE
Q920P5	Q920P5	AK5	Adenylate kinase isoenzyme 5 OS=Mus musculus GN=Ak5 PE=1 SV=2	0.028786076384175917	0.07619843748752449	0.11671034892479569	NA	NA	FALSE
O08715	O08715	AKAP1	A-kinase anchor protein 1, mitochondrial OS=Mus musculus GN=Akap1 PE=1 SV=4	2.2974477194301042e-4	0.0033342309710058704	-0.42787172946099766	MOM	NA	TRUE
O88845	O88845	AKAP10	A-kinase anchor protein 10, mitochondrial OS=Mus musculus GN=Akap10 PE=1 SV=3	1.0220585029383381e-4	0.0020848948887561784	-0.2542088732771544	MOM	NA	TRUE
Q9WTQ5	Q9WTQ5	AKAP12	A-kinase anchor protein 12 OS=Mus musculus GN=Akap12 PE=1 SV=1	0.21520681171736009	0.3353559061514916	0.10329927018876901	NA	NA	FALSE
E9Q394	E9Q394	AKAP13	A-kinase anchor protein 13 OS=Mus musculus GN=Akap13 PE=1 SV=1	0.9805693488458302	0.9884707940420094	0.0017550990458292661	NA	NA	FALSE
O54931	O54931	AKAP2	A-kinase anchor protein 2 OS=Mus musculus GN=Akap2 PE=1 SV=3	0.045227995865470536	0.10631383470068327	-0.19015182082309698	NA	NA	FALSE
D3YVF0	D3YVF0	AKAP5	A-kinase anchor protein 5 OS=Mus musculus GN=Akap5 PE=1 SV=2	1.0212287296537297e-4	0.0020848948887561784	-0.5712826483043891	NA	NA	FALSE
Q7TN79	Q7TN79	AKAP7	A-kinase anchor protein 7 isoform gamma OS=Mus musculus GN=Akap7 PE=1 SV=2	0.9262281113361324	0.9532011905902448	0.012224063847555477	NA	NA	FALSE
Q9DBR0	Q9DBR0	AKAP8	A-kinase anchor protein 8 OS=Mus musculus GN=Akap8 PE=1 SV=1	0.4631868622221351	0.5873168098924498	-0.10232652947570091	NA	NA	FALSE
Q9R0L7	Q9R0L7	AKAP8L	A-kinase anchor protein 8-like OS=Mus musculus GN=Akap8l PE=1 SV=1	0.11049836845024753	0.20375521766877502	-0.28955995797670636	NA	NA	FALSE
Q70FJ1	Q70FJ1	AKAP9	A-kinase anchor protein 9 OS=Mus musculus GN=Akap9 PE=1 SV=2	0.10403536727623723	0.19559399528490048	-0.17450821961350274	NA	NA	FALSE
Q9JII6	Q9JII6	AKR1A1	Alcohol dehydrogenase [NADP(+)] OS=Mus musculus GN=Akr1a1 PE=1 SV=3	0.023110284062809395	0.0656768863302466	0.1871974358205517	NA	NA	FALSE
P45376	P45376	AKR1B1	Aldose reductase OS=Mus musculus GN=Akr1b1 PE=1 SV=3	0.006291560164561536	0.027705181177520126	0.21519395729509005	NA	NA	FALSE
P21300	P21300	AKR1B7	Aldose reductase-related protein 1 OS=Mus musculus GN=Akr1b7 PE=1 SV=4	0.04956655248275087	0.11342911956189153	0.25129261836411704	NA	NA	FALSE
Q9DCT1	Q9DCT1	AKR1E2	1,5-anhydro-D-fructose reductase OS=Mus musculus GN=Akr1e2 PE=1 SV=1	0.01724622664773439	0.053991565406195506	0.12435715510042691	NA	NA	FALSE
Q8CG76	Q8CG76	AKR7A2	Aflatoxin B1 aldehyde reductase member 2 OS=Mus musculus GN=Akr7a2 PE=1 SV=3	0.03261559383392513	0.08335043051486225	0.1094604941390352	Matrix	NA	TRUE
P31750	P31750	AKT1	RAC-alpha serine/threonine-protein kinase OS=Mus musculus GN=Akt1 PE=1 SV=2	0.04049853825787037	0.09789977362730122	0.10996986057476973	NA	NA	FALSE
Q9D1F4	Q9D1F4	AKT1S1	Proline-rich AKT1 substrate 1 OS=Mus musculus GN=Akt1s1 PE=1 SV=1	0.5396894291202842	0.6569231265395302	-0.0418834853481514	NA	NA	FALSE
Q60823	Q60823	AKT2	RAC-beta serine/threonine-protein kinase OS=Mus musculus GN=Akt2 PE=1 SV=1	0.12659370529295932	0.2248278326540206	0.06963253936652972	NA	NA	FALSE
Q9WUA6	Q9WUA6	AKT3	RAC-gamma serine/threonine-protein kinase OS=Mus musculus GN=Akt3 PE=1 SV=1	0.027088237164316634	0.07281312468073109	0.12973466827569946	NA	NA	FALSE
Q64362	Q64362	AKTIP	AKT-interacting protein OS=Mus musculus GN=Aktip PE=1 SV=1	0.00476847741998431	0.022613211722518466	0.2282194342734524	NA	E2	FALSE
P10518	P10518	ALAD	Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1	0.21201178633068665	0.3316992805148687	0.10038511899178257	NA	NA	FALSE
Q61490	Q61490	ALCAM	CD166 antigen OS=Mus musculus GN=Alcam PE=1 SV=3	0.11821818052977022	0.21414848514732485	-0.10356313680291626	NA	NA	FALSE
Q9Z110	Q9Z110	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase OS=Mus musculus GN=Aldh18a1 PE=1 SV=2	0.463829265838842	0.5876548628361266	-0.06982837341356453	Matrix	NA	TRUE
Q9CZS1	Q9CZS1	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus GN=Aldh1b1 PE=1 SV=1	0.8541254113408553	0.90557430056206345	-0.01480248681987097	Matrix	NA	TRUE
Q8R0Y6	Q8R0Y6	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus GN=Aldh1l1 PE=1 SV=1	0.3655959113440721	0.492527577882767	0.09996829130521653	Matrix	NA	TRUE
Q8K009	Q8K009	ALDH1L2	Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus GN=Aldh1l2 PE=1 SV=2	0.01271505267631463	0.04425857233742238	0.1395029330974331	Matrix	NA	TRUE
P47738	P47738	ALDH2	Aldehyde dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh2 PE=1 SV=1	0.3662962380830239	0.49325790510426576	-0.0801276669644235	Matrix	NA	TRUE
P47740	P47740	ALDH3A2	Fatty aldehyde dehydrogenase OS=Mus musculus GN=Aldh3a2 PE=1 SV=2	0.07667584385992669	0.15526299881639413	-0.07511942493911755	Membrane	NA	TRUE
J3QMK6	J3QMK6	ALDH3B3	Aldehyde dehydrogenase family 3 member B3 OS=Mus musculus GN=Aldh3b3 PE=1 SV=1	0.9501884046468051	0.9700389213425439	0.008864839889418562	NA	NA	FALSE
Q8CHT0	Q8CHT0	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3	0.7648617673164274	0.8365882085316979	-0.02494508998045273	Matrix	NA	TRUE
Q8BWF0	Q8BWF0	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh5a1 PE=1 SV=1	0.9049240561110388	0.9398125682548393	0.00929113680347181	Matrix	NA	TRUE
Q9EQ20	Q9EQ20	ALDH6A1	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus GN=Aldh6a1 PE=1 SV=1	0.6609715472030973	0.7581788728831764	-0.043937967377859245	MIM	NA	TRUE
Q9DBF1	Q9DBF1	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus GN=Aldh7a1 PE=1 SV=4	0.06339722946614108	0.13567611009940028	0.0987775737734576	Matrix	NA	TRUE
Q9JLJ2	Q9JLJ2	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus GN=Aldh9a1 PE=1 SV=1	0.1147674675244009	0.20965844315570314	0.1523752745010912	Matrix	NA	TRUE
P05064	P05064	ALDOA	Fructose-bisphosphate aldolase A OS=Mus musculus GN=Aldoa PE=1 SV=2	0.07419958411805269	0.1514746731913902	0.16931164313545927	NA	NA	FALSE
P05063	P05063	ALDOC	Fructose-bisphosphate aldolase C OS=Mus musculus GN=Aldoc PE=1 SV=4	0.12138689718558453	0.2178694524808698	0.18790504968817134	NA	NA	FALSE
Q921Q3	Q921Q3	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Mus musculus GN=Alg1 PE=1 SV=3	0.002067984317690364	0.0134438243087221	-0.2709464229070971	NA	NA	FALSE
Q3UGP8	Q3UGP8	ALG10B	Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase OS=Mus musculus GN=Alg10b PE=1 SV=1	0.3714519903681933	0.49869761746148294	-0.06722247417924546	NA	NA	FALSE
Q3TZM9	Q3TZM9	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Mus musculus GN=Alg11 PE=2 SV=1	0.005273109662789394	0.024163590432782166	-0.14814700420215896	NA	NA	FALSE
Q9DBE8	Q9DBE8	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus GN=Alg2 PE=1 SV=2	0.043408690187430016	0.10323692363534116	-0.10242449823364934	NA	NA	FALSE
Q8K2A8	Q8K2A8	ALG3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Mus musculus GN=Alg3 PE=1 SV=2	0.5778764374551772	0.6896808082965338	-0.037315281017460185	NA	NA	FALSE
Q9DB25	Q9DB25	ALG5	Dolichyl-phosphate beta-glucosyltransferase OS=Mus musculus GN=Alg5 PE=1 SV=1	8.546287760171565e-4	0.007571817271936705	0.18776219247527745	NA	NA	FALSE
Q8VDI9	Q8VDI9	ALG9	Alpha-1,2-mannosyltransferase ALG9 OS=Mus musculus GN=Alg9 PE=2 SV=1	0.088725442451245	0.17346544825464602	-0.0891803794837673	NA	NA	FALSE
Q9D8F1	Q9D8F1	ALKBH4	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 OS=Mus musculus GN=Alkbh4 PE=2 SV=1	0.04218172665846645	0.101013284934421	-0.15227860432669288	NA	NA	FALSE
Q9D6Z0	Q9D6Z0	ALKBH7	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial OS=Mus musculus GN=Alkbh7 PE=1 SV=1	0.9075734318339428	0.941594263745449	0.014262768954056301	Matrix	NA	TRUE
Q80Y20	Q80Y20	ALKBH8	Alkylated DNA repair protein alkB homolog 8 OS=Mus musculus GN=Alkbh8 PE=1 SV=1	0.39825253566402885	0.5260970666480466	0.0751527335058533	NA	NA	FALSE
P09242	P09242	ALPL	Alkaline phosphatase, tissue-nonspecific isozyme OS=Mus musculus GN=Alpl PE=1 SV=2	0.2672906686907468	0.3915771873845693	-0.10656006991885035	NA	NA	FALSE
Q920R0	Q920R0	ALS2	Alsin OS=Mus musculus GN=Als2 PE=1 SV=3	2.01162204347387e-4	0.0030732032467155604	0.23574847328174242	NA	NA	FALSE
O08583	O08583	ALYREF	THO complex subunit 4 OS=Mus musculus GN=Alyref PE=1 SV=3	0.006899658295253527	0.029438855823199734	-0.43082080391801686	NA	NA	FALSE
